out,in_time,in_gap_0,in_ordersAsDest_0,in_lv1_0,in_lv2_0,in_lv3_0,in_lv4_0,in_weather_0,in_temperature_0,in_pm25_0,in_area_0,in_totalOrders_0,in_poiCount,in_area_1,in_totalOrders_1,in_gap_1,in_ordersAsDest_1,in_lv1_1,in_lv2_1,in_lv3_1,in_lv4_1,in_weather_1,in_temperature_1,in_pm25_1,in_area_2,in_totalOrders_2,in_gap_2,in_ordersAsDest_2,in_lv1_2,in_lv2_2,in_lv3_2,in_lv4_2,in_weather_2,in_temperature_2,in_pm25_2
12,121,13,171,2978,1069,341,271,4,1,48,23,327,1711045,23,305,10,187,2928,1106,374,221,4,1,48,23,330,18,192,3009,1057,365,222,4,2,44
8,122,12,233,2980,968,325,233,4,1,48,23,377,1711045,23,327,13,171,2978,1069,341,271,4,1,48,23,305,10,187,2928,1106,374,221,4,1,48
20,123,8,230,3024,1037,303,247,4,1,48,23,348,1711045,23,377,12,233,2980,968,325,233,4,1,48,23,327,13,171,2978,1069,341,271,4,1,48
22,124,20,238,3073,939,307,247,2,1,48,23,355,1711045,23,348,8,230,3024,1037,303,247,4,1,48,23,377,12,233,2980,968,325,233,4,1,48
10,125,22,271,3060,967,309,211,2,1,48,23,348,1711045,23,355,20,238,3073,939,307,247,2,1,48,23,348,8,230,3024,1037,303,247,4,1,48
36,126,10,282,3006,885,280,251,2,1,53,23,318,1711045,23,348,22,271,3060,967,309,211,2,1,48,23,355,20,238,3073,939,307,247,2,1,48
37,127,36,296,3071,938,288,220,2,1,53,23,379,1711045,23,318,10,282,3006,885,280,251,2,1,53,23,348,22,271,3060,967,309,211,2,1,48
47,128,37,274,3069,903,275,219,2,1,53,23,379,1711045,23,379,36,296,3071,938,288,220,2,1,53,23,318,10,282,3006,885,280,251,2,1,53
72,129,47,305,3127,836,261,197,2,1,53,23,357,1711045,23,379,37,274,3069,903,275,219,2,1,53,23,379,36,296,3071,938,288,220,2,1,53
27,130,72,289,3072,769,256,221,2,1,53,23,389,1711045,23,357,47,305,3127,836,261,197,2,1,53,23,379,37,274,3069,903,275,219,2,1,53
48,131,27,234,3071,853,275,218,2,1,53,23,311,1711045,23,389,72,289,3072,769,256,221,2,1,53,23,357,47,305,3127,836,261,197,2,1,53
29,132,48,313,3191,759,191,176,2,1,53,23,316,1711045,23,311,27,234,3071,853,275,218,2,1,53,23,389,72,289,3072,769,256,221,2,1,53
17,133,29,233,3125,749,229,184,2,1,53,23,305,1711045,23,316,48,313,3191,759,191,176,2,1,53,23,311,27,234,3071,853,275,218,2,1,53
25,134,17,205,3166,672,200,188,2,1,53,23,280,1711045,23,305,29,233,3125,749,229,184,2,1,53,23,316,48,313,3191,759,191,176,2,1,53
8,135,25,178,3102,726,224,149,2,1,53,23,287,1711045,23,280,17,205,3166,672,200,188,2,1,53,23,305,29,233,3125,749,229,184,2,1,53
6,136,8,132,3162,667,167,178,2,1,53,23,207,1711045,23,287,25,178,3102,726,224,149,2,1,53,23,280,17,205,3166,672,200,188,2,1,53
5,137,6,121,3095,684,223,163,2,1,58,23,184,1711045,23,207,8,132,3162,667,167,178,2,1,53,23,287,25,178,3102,726,224,149,2,1,53
7,138,5,105,3180,605,174,157,2,1,58,23,174,1711045,23,184,6,121,3095,684,223,163,2,1,58,23,207,8,132,3162,667,167,178,2,1,53
7,139,7,81,3042,616,155,182,2,1,58,23,151,1711045,23,174,5,105,3180,605,174,157,2,1,58,23,184,6,121,3095,684,223,163,2,1,58
6,140,7,71,3156,573,188,158,2,1,58,23,163,1711045,23,151,7,81,3042,616,155,182,2,1,58,23,174,5,105,3180,605,174,157,2,1,58
9,141,6,65,3014,543,195,163,2,1,58,23,145,1711045,23,163,7,71,3156,573,188,158,2,1,58,23,151,7,81,3042,616,155,182,2,1,58
16,142,9,84,3079,560,158,139,2,1,58,23,130,1711045,23,145,6,65,3014,543,195,163,2,1,58,23,163,7,71,3156,573,188,158,2,1,58
16,143,16,77,2993,553,180,132,2,1,58,23,155,1711045,23,130,9,84,3079,560,158,139,2,1,58,23,145,6,65,3014,543,195,163,2,1,58
26,144,16,99,3110,505,155,142,2,1,59,23,112,1711045,23,155,16,77,2993,553,180,132,2,1,58,23,130,9,84,3079,560,158,139,2,1,58
3,120,1,62,1204,481,104,91,4,1,48,24,98,460899,24,71,1,80,1217,429,131,74,4,2,44,24,90,5,89,1186,417,143,62,4,1,44
2,121,3,66,1192,379,118,66,4,1,48,24,78,460899,24,98,1,62,1204,481,104,91,4,1,48,24,71,1,80,1217,429,131,74,4,2,44
3,122,2,81,1209,414,136,79,4,1,48,24,95,460899,24,78,3,66,1192,379,118,66,4,1,48,24,98,1,62,1204,481,104,91,4,1,48
7,123,3,80,1221,432,104,70,4,1,48,24,66,460899,24,95,2,81,1209,414,136,79,4,1,48,24,78,3,66,1192,379,118,66,4,1,48
5,124,7,93,1224,439,93,73,2,1,48,24,75,460899,24,66,3,80,1221,432,104,70,4,1,48,24,95,2,81,1209,414,136,79,4,1,48
4,125,5,88,1251,340,94,79,2,1,48,24,74,460899,24,75,7,93,1224,439,93,73,2,1,48,24,66,3,80,1221,432,104,70,4,1,48
3,126,4,84,1215,332,89,62,2,1,53,24,72,460899,24,74,5,88,1251,340,94,79,2,1,48,24,75,7,93,1224,439,93,73,2,1,48
7,127,3,80,1148,392,107,80,2,1,53,24,76,460899,24,72,4,84,1215,332,89,62,2,1,53,24,74,5,88,1251,340,94,79,2,1,48
5,128,7,94,1217,351,97,60,2,1,53,24,77,460899,24,76,3,80,1148,392,107,80,2,1,53,24,72,4,84,1215,332,89,62,2,1,53
11,129,5,116,1283,323,80,50,2,1,53,24,82,460899,24,77,7,94,1217,351,97,60,2,1,53,24,76,3,80,1148,392,107,80,2,1,53
1,130,11,150,1275,358,75,52,2,1,53,24,76,460899,24,82,5,116,1283,323,80,50,2,1,53,24,77,7,94,1217,351,97,60,2,1,53
5,131,1,97,1231,372,73,78,2,1,53,24,51,460899,24,76,11,150,1275,358,75,52,2,1,53,24,82,5,116,1283,323,80,50,2,1,53
4,132,5,87,1170,309,109,41,2,1,53,24,66,460899,24,51,1,97,1231,372,73,78,2,1,53,24,76,11,150,1275,358,75,52,2,1,53
2,133,4,87,1283,285,62,57,2,1,53,24,80,460899,24,66,5,87,1170,309,109,41,2,1,53,24,51,1,97,1231,372,73,78,2,1,53
9,134,2,89,1224,305,79,63,2,1,53,24,68,460899,24,80,4,87,1283,285,62,57,2,1,53,24,66,5,87,1170,309,109,41,2,1,53
3,135,9,75,1276,287,59,63,2,1,53,24,71,460899,24,68,2,89,1224,305,79,63,2,1,53,24,80,4,87,1283,285,62,57,2,1,53
3,136,3,51,1200,311,89,70,2,1,53,24,42,460899,24,71,9,75,1276,287,59,63,2,1,53,24,68,2,89,1224,305,79,63,2,1,53
0,137,3,41,1182,288,68,54,2,1,58,24,37,460899,24,42,3,51,1200,311,89,70,2,1,53,24,71,9,75,1276,287,59,63,2,1,53
0,138,0,42,1273,253,67,59,2,1,58,24,35,460899,24,37,3,41,1182,288,68,54,2,1,58,24,42,3,51,1200,311,89,70,2,1,53
3,139,0,30,1226,289,96,62,2,1,58,24,49,460899,24,35,0,42,1273,253,67,59,2,1,58,24,37,3,41,1182,288,68,54,2,1,58
2,140,3,18,1186,240,65,57,2,1,58,24,40,460899,24,49,0,30,1226,289,96,62,2,1,58,24,35,0,42,1273,253,67,59,2,1,58
4,141,2,37,1125,252,55,49,2,1,58,24,51,460899,24,40,3,18,1186,240,65,57,2,1,58,24,49,0,30,1226,289,96,62,2,1,58
0,142,4,22,1138,207,59,55,2,1,58,24,46,460899,24,51,2,37,1125,252,55,49,2,1,58,24,40,3,18,1186,240,65,57,2,1,58
4,143,0,22,1181,226,64,49,2,1,58,24,25,460899,24,46,4,22,1138,207,59,55,2,1,58,24,51,2,37,1125,252,55,49,2,1,58
1,144,4,17,1145,183,37,34,2,1,59,24,38,460899,24,25,0,22,1181,226,64,49,2,1,58,24,46,4,22,1138,207,59,55,2,1,58
1,120,0,32,882,205,52,39,4,1,48,25,37,244767,25,49,0,36,888,205,64,39,4,2,44,25,36,1,28,872,231,58,40,4,1,44
0,121,1,28,841,220,62,29,4,1,48,25,40,244767,25,37,0,32,882,205,52,39,4,1,48,25,49,0,36,888,205,64,39,4,2,44
3,122,0,39,890,179,57,25,4,1,48,25,39,244767,25,40,1,28,841,220,62,29,4,1,48,25,37,0,32,882,205,52,39,4,1,48
2,123,3,18,874,199,64,38,4,1,48,25,51,244767,25,39,0,39,890,179,57,25,4,1,48,25,40,1,28,841,220,62,29,4,1,48
0,124,2,25,853,169,73,27,2,1,48,25,37,244767,25,51,3,18,874,199,64,38,4,1,48,25,39,0,39,890,179,57,25,4,1,48
0,125,0,43,872,193,44,17,2,1,48,25,39,244767,25,37,2,25,853,169,73,27,2,1,48,25,51,3,18,874,199,64,38,4,1,48
5,126,0,29,916,163,57,32,2,1,53,25,41,244767,25,39,0,43,872,193,44,17,2,1,48,25,37,2,25,853,169,73,27,2,1,48
1,127,5,24,829,166,65,44,2,1,53,25,42,244767,25,41,0,29,916,163,57,32,2,1,53,25,39,0,43,872,193,44,17,2,1,48
2,128,1,25,864,158,43,37,2,1,53,25,44,244767,25,42,5,24,829,166,65,44,2,1,53,25,41,0,29,916,163,57,32,2,1,53
1,129,2,23,824,176,51,35,2,1,53,25,36,244767,25,44,1,25,864,158,43,37,2,1,53,25,42,5,24,829,166,65,44,2,1,53
1,130,1,38,875,196,46,22,2,1,53,25,37,244767,25,36,2,23,824,176,51,35,2,1,53,25,44,1,25,864,158,43,37,2,1,53
0,131,1,22,890,155,41,35,2,1,53,25,17,244767,25,37,1,38,875,196,46,22,2,1,53,25,36,2,23,824,176,51,35,2,1,53
1,132,0,32,929,135,44,28,2,1,53,25,35,244767,25,17,1,22,890,155,41,35,2,1,53,25,37,1,38,875,196,46,22,2,1,53
2,133,1,18,912,153,50,35,2,1,53,25,23,244767,25,35,0,32,929,135,44,28,2,1,53,25,17,1,22,890,155,41,35,2,1,53
1,134,2,16,793,128,29,28,2,1,53,25,39,244767,25,23,1,18,912,153,50,35,2,1,53,25,35,0,32,929,135,44,28,2,1,53
0,135,1,22,868,119,43,46,2,1,53,25,27,244767,25,39,2,16,793,128,29,28,2,1,53,25,23,1,18,912,153,50,35,2,1,53
2,136,0,15,796,112,41,35,2,1,53,25,24,244767,25,27,1,22,868,119,43,46,2,1,53,25,39,2,16,793,128,29,28,2,1,53
1,137,2,6,827,119,43,31,2,1,58,25,31,244767,25,24,0,15,796,112,41,35,2,1,53,25,27,1,22,868,119,43,46,2,1,53
2,138,1,11,811,137,36,31,2,1,58,25,26,244767,25,31,2,6,827,119,43,31,2,1,58,25,24,0,15,796,112,41,35,2,1,53
0,139,2,13,858,97,31,26,2,1,58,25,20,244767,25,26,1,11,811,137,36,31,2,1,58,25,31,2,6,827,119,43,31,2,1,58
0,140,0,11,803,99,33,30,2,1,58,25,30,244767,25,20,2,13,858,97,31,26,2,1,58,25,26,1,11,811,137,36,31,2,1,58
2,141,0,13,799,136,37,16,2,1,58,25,16,244767,25,30,0,11,803,99,33,30,2,1,58,25,20,2,13,858,97,31,26,2,1,58
0,142,2,5,787,91,32,20,2,1,58,25,32,244767,25,16,0,13,799,136,37,16,2,1,58,25,30,0,11,803,99,33,30,2,1,58
8,143,0,8,707,94,29,30,2,1,58,25,15,244767,25,32,2,5,787,91,32,20,2,1,58,25,16,0,13,799,136,37,16,2,1,58
6,144,8,8,773,81,34,26,2,1,59,25,33,244767,25,15,0,8,707,94,29,30,2,1,58,25,32,2,5,787,91,32,20,2,1,58
7,120,5,46,342,83,42,15,4,1,48,26,84,76526,26,78,8,37,360,101,20,25,4,2,44,26,96,5,30,347,121,39,21,4,1,44
19,121,7,45,376,95,28,23,4,1,48,26,91,76526,26,84,5,46,342,83,42,15,4,1,48,26,78,8,37,360,101,20,25,4,2,44
3,122,19,44,356,120,21,16,4,1,48,26,123,76526,26,91,7,45,376,95,28,23,4,1,48,26,84,5,46,342,83,42,15,4,1,48
2,123,3,43,353,92,27,9,4,1,48,26,66,76526,26,123,19,44,356,120,21,16,4,1,48,26,91,7,45,376,95,28,23,4,1,48
12,124,2,62,376,112,50,15,2,1,48,26,89,76526,26,66,3,43,353,92,27,9,4,1,48,26,123,19,44,356,120,21,16,4,1,48
2,125,12,70,388,105,26,21,2,1,48,26,108,76526,26,89,2,62,376,112,50,15,2,1,48,26,66,3,43,353,92,27,9,4,1,48
1,126,2,47,390,88,21,23,2,1,53,26,49,76526,26,108,12,70,388,105,26,21,2,1,48,26,89,2,62,376,112,50,15,2,1,48
11,127,1,44,410,100,25,10,2,1,53,26,34,76526,26,49,2,47,390,88,21,23,2,1,53,26,108,12,70,388,105,26,21,2,1,48
42,128,11,63,353,74,23,26,2,1,53,26,43,76526,26,34,1,44,410,100,25,10,2,1,53,26,49,2,47,390,88,21,23,2,1,53
48,129,42,67,364,87,28,19,2,1,53,26,74,76526,26,43,11,63,353,74,23,26,2,1,53,26,34,1,44,410,100,25,10,2,1,53
24,130,48,59,370,132,26,12,2,1,53,26,82,76526,26,74,42,67,364,87,28,19,2,1,53,26,43,11,63,353,74,23,26,2,1,53
29,131,24,66,373,94,32,24,2,1,53,26,48,76526,26,82,48,59,370,132,26,12,2,1,53,26,74,42,67,364,87,28,19,2,1,53
14,132,29,48,387,101,16,13,2,1,53,26,63,76526,26,48,24,66,373,94,32,24,2,1,53,26,82,48,59,370,132,26,12,2,1,53
6,133,14,29,372,91,23,24,2,1,53,26,40,76526,26,63,29,48,387,101,16,13,2,1,53,26,48,24,66,373,94,32,24,2,1,53
2,134,6,43,385,76,22,6,2,1,53,26,36,76526,26,40,14,29,372,91,23,24,2,1,53,26,63,29,48,387,101,16,13,2,1,53
2,135,2,40,359,110,23,18,2,1,53,26,36,76526,26,36,6,43,385,76,22,6,2,1,53,26,40,14,29,372,91,23,24,2,1,53
2,136,2,30,376,81,26,14,2,1,53,26,24,76526,26,36,2,40,359,110,23,18,2,1,53,26,36,6,43,385,76,22,6,2,1,53
0,137,2,20,356,99,21,12,2,1,58,26,23,76526,26,24,2,30,376,81,26,14,2,1,53,26,36,2,40,359,110,23,18,2,1,53
5,138,0,14,359,59,46,21,2,1,58,26,13,76526,26,23,2,20,356,99,21,12,2,1,58,26,24,2,30,376,81,26,14,2,1,53
3,139,5,15,391,76,21,17,2,1,58,26,16,76526,26,13,0,14,359,59,46,21,2,1,58,26,23,2,20,356,99,21,12,2,1,58
1,140,3,12,356,48,18,9,2,1,58,26,19,76526,26,16,5,15,391,76,21,17,2,1,58,26,13,0,14,359,59,46,21,2,1,58
3,141,1,8,336,48,33,16,2,1,58,26,8,76526,26,19,3,12,356,48,18,9,2,1,58,26,16,5,15,391,76,21,17,2,1,58
2,142,3,9,354,87,13,8,2,1,58,26,10,76526,26,8,1,8,336,48,33,16,2,1,58,26,19,3,12,356,48,18,9,2,1,58
4,143,2,19,342,53,17,5,2,1,58,26,13,76526,26,10,3,9,354,87,13,8,2,1,58,26,8,1,8,336,48,33,16,2,1,58
0,144,4,3,289,75,17,5,2,1,59,26,13,76526,26,13,2,19,342,53,17,5,2,1,58,26,10,3,9,354,87,13,8,2,1,58
4,120,9,34,1504,351,88,66,4,1,48,27,89,537591,27,79,6,39,1460,357,71,76,4,2,44,27,93,7,40,1462,368,71,44,4,1,44
18,121,4,34,1532,397,80,69,4,1,48,27,91,537591,27,89,9,34,1504,351,88,66,4,1,48,27,79,6,39,1460,357,71,76,4,2,44
21,122,18,35,1483,274,80,74,4,1,48,27,108,537591,27,91,4,34,1532,397,80,69,4,1,48,27,89,9,34,1504,351,88,66,4,1,48
4,123,21,33,1440,347,93,47,4,1,48,27,90,537591,27,108,18,35,1483,274,80,74,4,1,48,27,91,4,34,1532,397,80,69,4,1,48
2,124,4,30,1408,326,58,49,2,1,48,27,77,537591,27,90,21,33,1440,347,93,47,4,1,48,27,108,18,35,1483,274,80,74,4,1,48
4,125,2,52,1465,332,67,42,2,1,48,27,84,537591,27,77,4,30,1408,326,58,49,2,1,48,27,90,21,33,1440,347,93,47,4,1,48
7,126,4,29,1511,284,72,54,2,1,53,27,58,537591,27,84,2,52,1465,332,67,42,2,1,48,27,77,4,30,1408,326,58,49,2,1,48
18,127,7,22,1488,333,53,53,2,1,53,27,85,537591,27,58,4,29,1511,284,72,54,2,1,53,27,84,2,52,1465,332,67,42,2,1,48
8,128,18,26,1454,334,83,67,2,1,53,27,107,537591,27,85,7,22,1488,333,53,53,2,1,53,27,58,4,29,1511,284,72,54,2,1,53
13,129,8,26,1533,310,73,51,2,1,53,27,86,537591,27,107,18,26,1454,334,83,67,2,1,53,27,85,7,22,1488,333,53,53,2,1,53
3,130,13,17,1507,313,82,58,2,1,53,27,96,537591,27,86,8,26,1533,310,73,51,2,1,53,27,107,18,26,1454,334,83,67,2,1,53
7,131,3,22,1548,254,88,30,2,1,53,27,81,537591,27,96,13,17,1507,313,82,58,2,1,53,27,86,8,26,1533,310,73,51,2,1,53
4,132,7,24,1426,272,63,53,2,1,53,27,74,537591,27,81,3,22,1548,254,88,30,2,1,53,27,96,13,17,1507,313,82,58,2,1,53
1,133,4,31,1507,228,75,34,2,1,53,27,69,537591,27,74,7,24,1426,272,63,53,2,1,53,27,81,3,22,1548,254,88,30,2,1,53
4,134,1,21,1459,241,55,47,2,1,53,27,63,537591,27,69,4,31,1507,228,75,34,2,1,53,27,74,7,24,1426,272,63,53,2,1,53
3,135,4,32,1455,225,48,35,2,1,53,27,66,537591,27,63,1,21,1459,241,55,47,2,1,53,27,69,4,31,1507,228,75,34,2,1,53
2,136,3,16,1370,186,54,37,2,1,53,27,52,537591,27,66,4,32,1455,225,48,35,2,1,53,27,63,1,21,1459,241,55,47,2,1,53
1,137,2,16,1420,183,46,55,2,1,58,27,42,537591,27,52,3,16,1370,186,54,37,2,1,53,27,66,4,32,1455,225,48,35,2,1,53
1,138,1,27,1329,232,47,34,2,1,58,27,50,537591,27,42,2,16,1420,183,46,55,2,1,58,27,52,3,16,1370,186,54,37,2,1,53
1,139,1,16,1377,198,49,37,2,1,58,27,36,537591,27,50,1,27,1329,232,47,34,2,1,58,27,42,2,16,1420,183,46,55,2,1,58
4,140,1,26,1310,224,63,43,2,1,58,27,49,537591,27,36,1,16,1377,198,49,37,2,1,58,27,50,1,27,1329,232,47,34,2,1,58
6,141,4,17,1397,189,47,36,2,1,58,27,51,537591,27,49,1,26,1310,224,63,43,2,1,58,27,36,1,16,1377,198,49,37,2,1,58
11,142,6,24,1370,188,50,47,2,1,58,27,65,537591,27,51,4,17,1397,189,47,36,2,1,58,27,49,1,26,1310,224,63,43,2,1,58
15,143,11,15,1354,172,53,26,2,1,58,27,64,537591,27,65,6,24,1370,188,50,47,2,1,58,27,51,4,17,1397,189,47,36,2,1,58
6,144,15,8,1378,134,57,25,2,1,59,27,52,537591,27,64,11,15,1354,172,53,26,2,1,58,27,65,6,24,1370,188,50,47,2,1,58
8,120,6,127,1624,467,112,83,4,1,48,28,252,475510,28,256,6,131,1532,487,106,59,4,2,44,28,239,13,155,1628,545,128,72,4,1,44
9,121,8,119,1600,498,140,84,4,1,48,28,255,475510,28,252,6,127,1624,467,112,83,4,1,48,28,256,6,131,1532,487,106,59,4,2,44
12,122,9,164,1615,481,105,83,4,1,48,28,312,475510,28,255,8,119,1600,498,140,84,4,1,48,28,252,6,127,1624,467,112,83,4,1,48
16,123,12,160,1549,447,109,77,4,1,48,28,322,475510,28,312,9,164,1615,481,105,83,4,1,48,28,255,8,119,1600,498,140,84,4,1,48
20,124,16,148,1655,465,117,71,2,1,48,28,278,475510,28,322,12,160,1549,447,109,77,4,1,48,28,312,9,164,1615,481,105,83,4,1,48
16,125,20,184,1599,473,108,87,2,1,48,28,267,475510,28,278,16,148,1655,465,117,71,2,1,48,28,322,12,160,1549,447,109,77,4,1,48
19,126,16,149,1566,424,98,71,2,1,53,28,296,475510,28,267,20,184,1599,473,108,87,2,1,48,28,278,16,148,1655,465,117,71,2,1,48
42,127,19,153,1576,404,104,87,2,1,53,28,288,475510,28,296,16,149,1566,424,98,71,2,1,53,28,267,20,184,1599,473,108,87,2,1,48
95,128,42,165,1627,408,117,72,2,1,53,28,334,475510,28,288,19,153,1576,404,104,87,2,1,53,28,296,16,149,1566,424,98,71,2,1,53
63,129,95,181,1612,415,101,68,2,1,53,28,347,475510,28,334,42,165,1627,408,117,72,2,1,53,28,288,19,153,1576,404,104,87,2,1,53
17,130,63,154,1600,353,108,73,2,1,53,28,284,475510,28,347,95,181,1612,415,101,68,2,1,53,28,334,42,165,1627,408,117,72,2,1,53
17,131,17,155,1600,378,90,51,2,1,53,28,243,475510,28,284,63,154,1600,353,108,73,2,1,53,28,347,95,181,1612,415,101,68,2,1,53
16,132,17,124,1636,404,81,65,2,1,53,28,207,475510,28,243,17,155,1600,378,90,51,2,1,53,28,284,63,154,1600,353,108,73,2,1,53
9,133,16,124,1664,338,99,67,2,1,53,28,217,475510,28,207,17,124,1636,404,81,65,2,1,53,28,243,17,155,1600,378,90,51,2,1,53
7,134,9,107,1595,381,89,64,2,1,53,28,200,475510,28,217,16,124,1664,338,99,67,2,1,53,28,207,17,124,1636,404,81,65,2,1,53
4,135,7,80,1578,382,93,56,2,1,53,28,186,475510,28,200,9,107,1595,381,89,64,2,1,53,28,217,16,124,1664,338,99,67,2,1,53
6,136,4,72,1619,390,110,77,2,1,53,28,140,475510,28,186,7,80,1578,382,93,56,2,1,53,28,200,9,107,1595,381,89,64,2,1,53
6,137,6,54,1530,333,107,43,2,1,58,28,113,475510,28,140,4,72,1619,390,110,77,2,1,53,28,186,7,80,1578,382,93,56,2,1,53
3,138,6,61,1471,429,79,47,2,1,58,28,103,475510,28,113,6,54,1530,333,107,43,2,1,58,28,140,4,72,1619,390,110,77,2,1,53
2,139,3,57,1539,337,89,55,2,1,58,28,94,475510,28,103,6,61,1471,429,79,47,2,1,58,28,113,6,54,1530,333,107,43,2,1,58
12,140,2,53,1493,296,70,49,2,1,58,28,81,475510,28,94,3,57,1539,337,89,55,2,1,58,28,103,6,61,1471,429,79,47,2,1,58
9,141,12,42,1446,290,87,45,2,1,58,28,113,475510,28,81,2,53,1493,296,70,49,2,1,58,28,94,3,57,1539,337,89,55,2,1,58
11,142,9,39,1398,320,81,75,2,1,58,28,72,475510,28,113,12,42,1446,290,87,45,2,1,58,28,81,2,53,1493,296,70,49,2,1,58
10,143,11,45,1439,230,70,41,2,1,58,28,65,475510,28,72,9,39,1398,320,81,75,2,1,58,28,113,12,42,1446,290,87,45,2,1,58
7,144,10,35,1364,264,75,55,2,1,59,28,65,475510,28,65,11,45,1439,230,70,41,2,1,58,28,72,9,39,1398,320,81,75,2,1,58
1,120,1,32,766,319,65,46,4,1,48,29,23,166083,29,20,1,20,737,309,74,41,4,2,44,29,26,1,25,806,283,44,41,4,1,44
2,121,1,26,835,292,83,55,4,1,48,29,23,166083,29,23,1,32,766,319,65,46,4,1,48,29,20,1,20,737,309,74,41,4,2,44
3,122,2,21,737,301,68,48,4,1,48,29,21,166083,29,23,1,26,835,292,83,55,4,1,48,29,23,1,32,766,319,65,46,4,1,48
1,123,3,22,761,253,60,21,4,1,48,29,27,166083,29,21,2,21,737,301,68,48,4,1,48,29,23,1,26,835,292,83,55,4,1,48
2,124,1,21,732,258,57,36,2,1,48,29,25,166083,29,27,3,22,761,253,60,21,4,1,48,29,21,2,21,737,301,68,48,4,1,48
2,125,2,32,771,262,61,40,2,1,48,29,23,166083,29,25,1,21,732,258,57,36,2,1,48,29,27,3,22,761,253,60,21,4,1,48
1,126,2,25,797,240,51,21,2,1,53,29,14,166083,29,23,2,32,771,262,61,40,2,1,48,29,25,1,21,732,258,57,36,2,1,48
2,127,1,30,818,269,51,46,2,1,53,29,24,166083,29,14,2,25,797,240,51,21,2,1,53,29,23,2,32,771,262,61,40,2,1,48
1,128,2,28,802,278,34,29,2,1,53,29,19,166083,29,24,1,30,818,269,51,46,2,1,53,29,14,2,25,797,240,51,21,2,1,53
0,129,1,36,784,208,45,25,2,1,53,29,13,166083,29,19,2,28,802,278,34,29,2,1,53,29,24,1,30,818,269,51,46,2,1,53
4,130,0,27,777,258,49,21,2,1,53,29,20,166083,29,13,1,36,784,208,45,25,2,1,53,29,19,2,28,802,278,34,29,2,1,53
0,131,4,19,766,210,46,32,2,1,53,29,26,166083,29,20,0,27,777,258,49,21,2,1,53,29,13,1,36,784,208,45,25,2,1,53
2,132,0,24,813,235,62,23,2,1,53,29,15,166083,29,26,4,19,766,210,46,32,2,1,53,29,20,0,27,777,258,49,21,2,1,53
3,133,2,18,820,280,57,37,2,1,53,29,14,166083,29,15,0,24,813,235,62,23,2,1,53,29,26,4,19,766,210,46,32,2,1,53
1,134,3,27,752,197,45,29,2,1,53,29,27,166083,29,14,2,18,820,280,57,37,2,1,53,29,15,0,24,813,235,62,23,2,1,53
0,135,1,30,803,162,49,25,2,1,53,29,16,166083,29,27,3,27,752,197,45,29,2,1,53,29,14,2,18,820,280,57,37,2,1,53
1,136,0,15,699,260,56,27,2,1,53,29,16,166083,29,16,1,30,803,162,49,25,2,1,53,29,27,3,27,752,197,45,29,2,1,53
2,137,1,14,851,199,33,21,2,1,58,29,16,166083,29,16,0,15,699,260,56,27,2,1,53,29,16,1,30,803,162,49,25,2,1,53
2,138,2,15,773,150,48,45,2,1,58,29,12,166083,29,16,1,14,851,199,33,21,2,1,58,29,16,0,15,699,260,56,27,2,1,53
1,139,2,11,757,152,27,17,2,1,58,29,13,166083,29,12,2,15,773,150,48,45,2,1,58,29,16,1,14,851,199,33,21,2,1,58
2,140,1,9,810,153,40,24,2,1,58,29,11,166083,29,13,2,11,757,152,27,17,2,1,58,29,12,2,15,773,150,48,45,2,1,58
4,141,2,14,773,165,37,41,2,1,58,29,10,166083,29,11,1,9,810,153,40,24,2,1,58,29,13,2,11,757,152,27,17,2,1,58
0,142,4,10,829,191,44,22,2,1,58,29,15,166083,29,10,2,14,773,165,37,41,2,1,58,29,11,1,9,810,153,40,24,2,1,58
2,143,0,15,771,136,47,36,2,1,58,29,8,166083,29,15,4,10,829,191,44,22,2,1,58,29,10,2,14,773,165,37,41,2,1,58
3,144,2,15,758,158,31,30,2,1,59,29,12,166083,29,8,0,15,771,136,47,36,2,1,58,29,15,4,10,829,191,44,22,2,1,58
0,120,0,3,182,25,11,8,4,1,48,30,1,73621,30,6,1,3,185,25,12,6,4,2,44,30,5,2,2,187,20,7,7,4,1,44
2,121,0,4,174,25,7,8,4,1,48,30,2,73621,30,1,0,3,182,25,11,8,4,1,48,30,6,1,3,185,25,12,6,4,2,44
3,122,2,6,213,38,13,11,4,1,48,30,4,73621,30,2,0,4,174,25,7,8,4,1,48,30,1,0,3,182,25,11,8,4,1,48
0,123,3,0,168,34,4,3,4,1,48,30,4,73621,30,4,2,6,213,38,13,11,4,1,48,30,2,0,4,174,25,7,8,4,1,48
1,124,0,0,205,25,5,5,2,1,48,30,5,73621,30,4,3,0,168,34,4,3,4,1,48,30,4,2,6,213,38,13,11,4,1,48
0,125,1,5,252,32,11,8,2,1,48,30,2,73621,30,5,0,0,205,25,5,5,2,1,48,30,4,3,0,168,34,4,3,4,1,48
0,126,0,6,155,36,9,5,2,1,53,30,3,73621,30,2,1,5,252,32,11,8,2,1,48,30,5,0,0,205,25,5,5,2,1,48
1,127,0,1,150,50,15,7,2,1,53,30,1,73621,30,3,0,6,155,36,9,5,2,1,53,30,2,1,5,252,32,11,8,2,1,48
4,128,1,5,194,26,9,10,2,1,53,30,1,73621,30,1,0,1,150,50,15,7,2,1,53,30,3,0,6,155,36,9,5,2,1,53
