out,in_time,in_gap_0,in_ordersAsDest_0,in_weather_0,in_temperature_0,in_pm25_0,in_lv1_0,in_lv2_0,in_lv3_0,in_lv4_0,in_area_0,in_totalOrders_0,in_poiCount,in_area_1,in_totalOrders_1,in_gap_1,in_ordersAsDest_1,in_weather_1,in_temperature_1,in_pm25_1,in_lv1_1,in_lv2_1,in_lv3_1,in_lv4_1,in_area_2,in_totalOrders_2,in_gap_2,in_ordersAsDest_2,in_weather_2,in_temperature_2,in_pm25_2,in_lv1_2,in_lv2_2,in_lv3_2,in_lv4_2
0,40,2,0,2,1,110,187,13,2,3,53,3,44903,53,0,0,0,2,1,110,187,16,0,2,53,1,1,0,2,1,110,120,8,10,5
1,41,0,1,2,1,110,211,12,8,2,53,2,44903,53,3,2,0,2,1,110,187,13,2,3,53,0,0,0,2,1,110,187,16,0,2
1,42,1,2,2,1,106,209,11,6,13,53,5,44903,53,2,0,1,2,1,110,211,12,8,2,53,3,2,0,2,1,110,187,13,2,3
2,43,1,5,2,1,106,270,18,8,2,53,5,44903,53,5,1,2,2,1,106,209,11,6,13,53,2,0,1,2,1,110,211,12,8,2
4,44,2,4,1,1,106,251,36,2,8,53,8,44903,53,5,1,5,2,1,106,270,18,8,2,53,5,1,2,2,1,106,209,11,6,13
1,45,4,8,1,1,106,302,22,14,4,53,12,44903,53,8,2,4,1,1,106,251,36,2,8,53,5,1,5,2,1,106,270,18,8,2
2,46,1,7,1,1,106,284,37,8,14,53,21,44903,53,12,4,8,1,1,106,302,22,14,4,53,8,2,4,1,1,106,251,36,2,8
1,47,2,21,1,1,106,306,52,25,6,53,20,44903,53,21,1,7,1,1,106,284,37,8,14,53,12,4,8,1,1,106,302,22,14,4
4,48,1,31,1,1,94,313,48,22,11,53,23,44903,53,20,2,21,1,1,106,306,52,25,6,53,21,1,7,1,1,106,284,37,8,14
5,49,4,46,1,1,94,375,45,26,5,53,19,44903,53,23,1,31,1,1,94,313,48,22,11,53,20,2,21,1,1,106,306,52,25,6
1,5,0,2,2,1,100,80,7,2,2,55,0,12865,55,2,1,0,2,1,102,65,17,11,3,55,1,0,3,2,1,102,117,17,6,2
1,6,1,0,2,1,100,99,4,0,7,55,5,12865,55,0,0,2,2,1,100,80,7,2,2,55,2,1,0,2,1,102,65,17,11,3
0,7,1,0,2,1,108,63,10,6,7,55,1,12865,55,5,1,0,2,1,100,99,4,0,7,55,0,0,2,2,1,100,80,7,2,2
0,8,0,0,2,1,108,70,15,2,2,55,2,12865,55,1,1,0,2,1,108,63,10,6,7,55,5,1,0,2,1,100,99,4,0,7
0,9,0,1,2,1,108,41,11,6,7,55,1,12865,55,2,0,0,2,1,108,70,15,2,2,55,1,1,0,2,1,108,63,10,6,7
0,10,0,1,2,0,108,28,9,0,0,55,1,12865,55,1,0,1,2,1,108,41,11,6,7,55,2,0,0,2,1,108,70,15,2,2
0,11,0,0,2,0,108,80,11,0,0,55,0,12865,55,1,0,1,2,0,108,28,9,0,0,55,1,0,1,2,1,108,41,11,6,7
0,12,0,0,2,0,108,40,5,0,0,55,0,12865,55,0,0,0,2,0,108,80,11,0,0,55,1,0,1,2,0,108,28,9,0,0
0,13,0,0,2,0,108,42,1,2,0,55,0,12865,55,0,0,0,2,0,108,40,5,0,0,55,0,0,0,2,0,108,80,11,0,0
0,14,0,0,2,0,108,27,0,0,2,55,1,12865,55,0,0,0,2,0,108,42,1,2,0,55,0,0,0,2,0,108,40,5,0,0
0,15,0,0,2,0,108,61,1,3,1,55,0,12865,55,1,0,0,2,0,108,27,0,0,2,55,0,0,0,2,0,108,42,1,2,0
1,16,0,0,2,0,108,34,0,0,0,55,0,12865,55,0,0,0,2,0,108,61,1,3,1,55,1,0,0,2,0,108,27,0,0,2
0,17,1,0,2,1,108,18,9,0,2,55,1,12865,55,0,0,0,2,0,108,34,0,0,0,55,0,0,0,2,0,108,61,1,3,1
0,18,0,0,2,0,106,38,1,1,0,55,0,12865,55,1,1,0,2,1,108,18,9,0,2,55,0,0,0,2,0,108,34,0,0,0
0,19,0,0,2,1,106,45,1,4,0,55,0,12865,55,0,0,0,2,0,106,38,1,1,0,55,1,1,0,2,1,108,18,9,0,2
0,20,0,0,2,1,106,22,2,0,0,55,0,12865,55,0,0,0,2,1,106,45,1,4,0,55,0,0,0,2,0,106,38,1,1,0
2,21,0,0,2,1,106,31,0,0,4,55,0,12865,55,0,0,0,2,1,106,22,2,0,0,55,0,0,0,2,1,106,45,1,4,0
0,22,2,0,2,1,106,11,2,0,0,55,3,12865,55,0,0,0,2,1,106,31,0,0,4,55,0,0,0,2,1,106,22,2,0,0
0,23,0,1,2,1,106,24,1,0,2,55,0,12865,55,3,2,0,2,1,106,11,2,0,0,55,0,0,0,2,1,106,31,0,0,4
0,24,0,0,2,1,107,19,1,0,0,55,0,12865,55,0,0,1,2,1,106,24,1,0,2,55,3,2,0,2,1,106,11,2,0,0
0,25,0,0,2,1,107,41,1,0,0,55,0,12865,55,0,0,0,2,1,107,19,1,0,0,55,0,0,1,2,1,106,24,1,0,2
0,26,0,0,2,1,107,39,10,1,0,55,0,12865,55,0,0,0,2,1,107,41,1,0,0,55,0,0,0,2,1,107,19,1,0,0
0,27,0,0,2,1,107,25,2,0,0,55,0,12865,55,0,0,0,2,1,107,39,10,1,0,55,0,0,0,2,1,107,41,1,0,0
0,28,0,0,2,1,107,19,8,0,0,55,0,12865,55,0,0,0,2,1,107,25,2,0,0,55,0,0,0,2,1,107,39,10,1,0
0,29,0,0,2,1,107,10,2,0,0,55,0,12865,55,0,0,0,2,1,107,19,8,0,0,55,0,0,0,2,1,107,25,2,0,0
0,30,0,0,2,1,107,16,0,0,0,55,0,12865,55,0,0,0,2,1,107,10,2,0,0,55,0,0,0,2,1,107,19,8,0,0
0,31,0,0,2,1,112,18,0,0,0,55,0,12865,55,0,0,0,2,1,107,16,0,0,0,55,0,0,0,2,1,107,10,2,0,0
0,32,0,0,2,1,112,13,1,0,6,55,0,12865,55,0,0,0,2,1,112,18,0,0,0,55,0,0,0,2,1,107,16,0,0,0
0,33,0,0,2,1,112,18,2,0,0,55,0,12865,55,0,0,0,2,1,112,13,1,0,6,55,0,0,0,2,1,112,18,0,0,0
0,34,0,0,2,1,112,11,2,0,0,55,0,12865,55,0,0,0,2,1,112,18,2,0,0,55,0,0,0,2,1,112,13,1,0,6
0,35,0,0,2,1,112,12,1,0,0,55,0,12865,55,0,0,0,2,1,112,11,2,0,0,55,0,0,0,2,1,112,18,2,0,0
0,36,0,0,2,1,110,27,0,0,0,55,0,12865,55,0,0,0,2,1,112,12,1,0,0,55,0,0,0,2,1,112,11,2,0,0
0,37,0,0,2,1,110,9,3,0,0,55,0,12865,55,0,0,0,2,1,110,27,0,0,0,55,0,0,0,2,1,112,12,1,0,0
0,38,0,0,2,1,110,42,1,0,0,55,0,12865,55,0,0,0,2,1,110,9,3,0,0,55,0,0,0,2,1,110,27,0,0,0
0,39,0,0,2,1,110,20,0,2,0,55,0,12865,55,0,0,0,2,1,110,42,1,0,0,55,0,0,0,2,1,110,9,3,0,0
0,40,0,0,2,1,110,41,1,0,0,55,0,12865,55,0,0,0,2,1,110,20,0,2,0,55,0,0,0,2,1,110,42,1,0,0
0,41,0,0,2,1,110,38,0,0,0,55,1,12865,55,0,0,0,2,1,110,41,1,0,0,55,0,0,0,2,1,110,20,0,2,0
0,42,0,2,2,1,106,60,8,0,6,55,0,12865,55,1,0,0,2,1,110,38,0,0,0,55,0,0,0,2,1,110,41,1,0,0
0,43,0,1,2,1,106,67,10,4,4,55,0,12865,55,0,0,2,2,1,106,60,8,0,6,55,1,0,0,2,1,110,38,0,0,0
0,44,0,0,1,1,106,51,6,0,0,55,0,12865,55,0,0,1,2,1,106,67,10,4,4,55,0,0,2,2,1,106,60,8,0,6
0,45,0,1,1,1,106,81,6,2,0,55,0,12865,55,0,0,0,1,1,106,51,6,0,0,55,0,0,1,2,1,106,67,10,4,4
0,46,0,3,1,1,106,106,5,1,2,55,1,12865,55,0,0,1,1,1,106,81,6,2,0,55,0,0,0,1,1,106,51,6,0,0
0,47,0,2,1,1,106,132,13,2,3,55,3,12865,55,1,0,3,1,1,106,106,5,1,2,55,0,0,1,1,1,106,81,6,2,0
0,48,0,3,1,1,94,121,29,10,3,55,4,12865,55,3,0,2,1,1,106,132,13,2,3,55,1,0,3,1,1,106,106,5,1,2
0,49,0,0,1,1,94,166,22,4,7,55,3,12865,55,4,0,3,1,1,94,121,29,10,3,55,3,0,2,1,1,106,132,13,2,3
0,5,0,2,2,1,100,132,5,6,3,56,0,32868,56,1,0,1,2,1,102,136,18,1,3,56,0,0,1,2,1,102,111,15,4,3
0,6,0,2,2,1,100,145,7,5,5,56,0,32868,56,0,0,2,2,1,100,132,5,6,3,56,1,0,1,2,1,102,136,18,1,3
0,7,0,1,2,1,108,102,11,5,0,56,0,32868,56,0,0,2,2,1,100,145,7,5,5,56,0,0,2,2,1,100,132,5,6,3
0,8,0,2,2,1,108,88,14,4,0,56,0,32868,56,0,0,1,2,1,108,102,11,5,0,56,0,0,2,2,1,100,145,7,5,5
0,9,0,0,2,1,108,107,11,1,0,56,1,32868,56,0,0,2,2,1,108,88,14,4,0,56,0,0,1,2,1,108,102,11,5,0
0,10,0,0,2,0,108,76,8,4,2,56,0,32868,56,1,0,0,2,1,108,107,11,1,0,56,0,0,2,2,1,108,88,14,4,0
0,11,0,0,2,0,108,63,1,0,1,56,0,32868,56,0,0,0,2,0,108,76,8,4,2,56,1,0,0,2,1,108,107,11,1,0
1,12,0,0,2,0,108,94,2,0,0,56,0,32868,56,0,0,0,2,0,108,63,1,0,1,56,0,0,0,2,0,108,76,8,4,2
0,13,1,0,2,0,108,71,6,6,0,56,1,32868,56,0,0,0,2,0,108,94,2,0,0,56,0,0,0,2,0,108,63,1,0,1
1,14,0,0,2,0,108,42,7,0,6,56,0,32868,56,1,1,0,2,0,108,71,6,6,0,56,0,0,0,2,0,108,94,2,0,0
0,15,1,1,2,0,108,54,12,0,0,56,1,32868,56,0,0,0,2,0,108,42,7,0,6,56,1,1,0,2,0,108,71,6,6,0
0,16,0,0,2,0,108,53,2,0,1,56,0,32868,56,1,1,1,2,0,108,54,12,0,0,56,0,0,0,2,0,108,42,7,0,6
0,17,0,1,2,1,108,46,6,2,1,56,0,32868,56,0,0,0,2,0,108,53,2,0,1,56,1,1,1,2,0,108,54,12,0,0
0,18,0,0,2,0,106,36,2,3,0,56,0,32868,56,0,0,1,2,1,108,46,6,2,1,56,0,0,0,2,0,108,53,2,0,1
0,19,0,0,2,1,106,58,8,0,1,56,0,32868,56,0,0,0,2,0,106,36,2,3,0,56,0,0,1,2,1,108,46,6,2,1
0,20,0,0,2,1,106,21,5,1,2,56,0,32868,56,0,0,0,2,1,106,58,8,0,1,56,0,0,0,2,0,106,36,2,3,0
0,21,0,0,2,1,106,45,0,0,0,56,0,32868,56,0,0,0,2,1,106,21,5,1,2,56,0,0,0,2,1,106,58,8,0,1
2,22,0,0,2,1,106,64,1,0,1,56,0,32868,56,0,0,0,2,1,106,45,0,0,0,56,0,0,0,2,1,106,21,5,1,2
0,23,2,0,2,1,106,23,2,0,0,56,2,32868,56,0,0,0,2,1,106,64,1,0,1,56,0,0,0,2,1,106,45,0,0,0
0,24,0,0,2,1,107,24,1,1,0,56,0,32868,56,2,2,0,2,1,106,23,2,0,0,56,0,0,0,2,1,106,64,1,0,1
0,25,0,0,2,1,107,33,3,0,0,56,0,32868,56,0,0,0,2,1,107,24,1,1,0,56,2,2,0,2,1,106,23,2,0,0
0,26,0,0,2,1,107,64,3,0,0,56,0,32868,56,0,0,0,2,1,107,33,3,0,0,56,0,0,0,2,1,107,24,1,1,0
0,27,0,0,2,1,107,32,0,1,1,56,1,32868,56,0,0,0,2,1,107,64,3,0,0,56,0,0,0,2,1,107,33,3,0,0
0,28,0,0,2,1,107,35,13,0,0,56,0,32868,56,1,0,0,2,1,107,32,0,1,1,56,0,0,0,2,1,107,64,3,0,0
0,29,0,0,2,1,107,21,0,0,1,56,0,32868,56,0,0,0,2,1,107,35,13,0,0,56,1,0,0,2,1,107,32,0,1,1
0,30,0,0,2,1,107,50,1,6,0,56,0,32868,56,0,0,0,2,1,107,21,0,0,1,56,0,0,0,2,1,107,35,13,0,0
0,31,0,0,2,1,112,59,2,3,0,56,0,32868,56,0,0,0,2,1,107,50,1,6,0,56,0,0,0,2,1,107,21,0,0,1
2,32,0,0,2,1,112,66,1,1,1,56,0,32868,56,0,0,0,2,1,112,59,2,3,0,56,0,0,0,2,1,107,50,1,6,0
4,33,2,0,2,1,112,80,0,0,0,56,2,32868,56,0,0,0,2,1,112,66,1,1,1,56,0,0,0,2,1,112,59,2,3,0
1,34,4,0,2,1,112,45,5,0,0,56,5,32868,56,2,2,0,2,1,112,80,0,0,0,56,0,0,0,2,1,112,66,1,1,1
2,35,1,0,2,1,112,42,6,0,0,56,1,32868,56,5,4,0,2,1,112,45,5,0,0,56,2,2,0,2,1,112,80,0,0,0
0,36,2,0,2,1,110,59,5,1,0,56,3,32868,56,1,1,0,2,1,112,42,6,0,0,56,5,4,0,2,1,112,45,5,0,0
0,37,0,2,2,1,110,48,3,5,1,56,0,32868,56,3,2,0,2,1,110,59,5,1,0,56,1,1,0,2,1,112,42,6,0,0
0,38,0,1,2,1,110,95,1,0,0,56,0,32868,56,0,0,2,2,1,110,48,3,5,1,56,3,2,0,2,1,110,59,5,1,0
0,39,0,0,2,1,110,66,6,8,0,56,0,32868,56,0,0,1,2,1,110,95,1,0,0,56,0,0,2,2,1,110,48,3,5,1
1,40,0,0,2,1,110,81,0,1,4,56,0,32868,56,0,0,0,2,1,110,66,6,8,0,56,0,0,1,2,1,110,95,1,0,0
0,41,1,1,2,1,110,69,3,8,1,56,3,32868,56,0,0,0,2,1,110,81,0,1,4,56,0,0,0,2,1,110,66,6,8,0
0,42,0,0,2,1,106,63,9,13,0,56,0,32868,56,3,1,1,2,1,110,69,3,8,1,56,0,0,0,2,1,110,81,0,1,4
0,43,0,2,2,1,106,108,17,2,0,56,1,32868,56,0,0,0,2,1,106,63,9,13,0,56,3,1,1,2,1,110,69,3,8,1
0,44,0,11,1,1,106,107,11,11,2,56,2,32868,56,1,0,2,2,1,106,108,17,2,0,56,0,0,0,2,1,106,63,9,13,0
0,45,0,5,1,1,106,120,7,7,4,56,1,32868,56,2,0,11,1,1,106,107,11,11,2,56,1,0,2,2,1,106,108,17,2,0
0,46,0,23,1,1,106,172,11,6,0,56,3,32868,56,1,0,5,1,1,106,120,7,7,4,56,2,0,11,1,1,106,107,11,11,2
1,47,0,17,1,1,106,179,6,4,1,56,7,32868,56,3,0,23,1,1,106,172,11,6,0,56,1,0,5,1,1,106,120,7,7,4
2,48,1,17,1,1,94,193,11,3,0,56,8,32868,56,7,0,17,1,1,106,179,6,4,1,56,3,0,23,1,1,106,172,11,6,0
2,49,2,6,1,1,94,191,13,8,0,56,20,32868,56,8,1,17,1,1,94,193,11,3,0,56,7,0,17,1,1,106,179,6,4,1
0,5,1,1,2,1,100,379,14,3,9,57,5,161518,57,2,0,3,2,1,102,404,14,4,6,57,2,0,1,2,1,102,461,19,6,3
0,6,0,1,2,1,100,423,16,9,6,57,2,161518,57,5,1,1,2,1,100,379,14,3,9,57,2,0,3,2,1,102,404,14,4,6
0,7,0,1,2,1,108,362,16,1,9,57,2,161518,57,2,0,1,2,1,100,423,16,9,6,57,5,1,1,2,1,100,379,14,3,9
0,8,0,3,2,1,108,386,27,9,6,57,0,161518,57,2,0,1,2,1,108,362,16,1,9,57,2,0,1,2,1,100,423,16,9,6
0,9,0,1,2,1,108,350,15,5,7,57,0,161518,57,0,0,3,2,1,108,386,27,9,6,57,2,0,1,2,1,108,362,16,1,9
0,10,0,0,2,0,108,314,22,2,7,57,1,161518,57,0,0,1,2,1,108,350,15,5,7,57,0,0,3,2,1,108,386,27,9,6
0,11,0,0,2,0,108,350,34,8,12,57,0,161518,57,1,0,0,2,0,108,314,22,2,7,57,0,0,1,2,1,108,350,15,5,7
1,12,0,0,2,0,108,342,15,0,8,57,0,161518,57,0,0,0,2,0,108,350,34,8,12,57,1,0,0,2,0,108,314,22,2,7
1,13,1,5,2,0,108,366,23,7,4,57,1,161518,57,0,0,0,2,0,108,342,15,0,8,57,0,0,0,2,0,108,350,34,8,12
0,14,1,1,2,0,108,325,5,2,3,57,3,161518,57,1,1,5,2,0,108,366,23,7,4,57,0,0,0,2,0,108,342,15,0,8
1,15,0,4,2,0,108,249,11,4,6,57,2,161518,57,3,1,1,2,0,108,325,5,2,3,57,1,1,5,2,0,108,366,23,7,4
0,16,1,0,2,0,108,284,13,6,4,57,1,161518,57,2,0,4,2,0,108,249,11,4,6,57,3,1,1,2,0,108,325,5,2,3
0,17,0,1,2,1,108,239,13,3,5,57,2,161518,57,1,1,0,2,0,108,284,13,6,4,57,2,0,4,2,0,108,249,11,4,6
0,18,0,0,2,0,106,248,10,1,9,57,0,161518,57,2,0,1,2,1,108,239,13,3,5,57,1,1,0,2,0,108,284,13,6,4
0,19,0,1,2,1,106,201,17,4,5,57,1,161518,57,0,0,0,2,0,106,248,10,1,9,57,2,0,1,2,1,108,239,13,3,5
0,20,0,0,2,1,106,243,19,4,8,57,0,161518,57,1,0,1,2,1,106,201,17,4,5,57,0,0,0,2,0,106,248,10,1,9
0,21,0,2,2,1,106,223,10,2,4,57,0,161518,57,0,0,0,2,1,106,243,19,4,8,57,1,0,1,2,1,106,201,17,4,5
0,22,0,0,2,1,106,253,14,9,7,57,0,161518,57,0,0,2,2,1,106,223,10,2,4,57,0,0,0,2,1,106,243,19,4,8
0,23,0,0,2,1,106,224,23,6,4,57,0,161518,57,0,0,0,2,1,106,253,14,9,7,57,0,0,2,2,1,106,223,10,2,4
0,24,0,0,2,1,107,256,10,8,13,57,0,161518,57,0,0,0,2,1,106,224,23,6,4,57,0,0,0,2,1,106,253,14,9,7
0,25,0,0,2,1,107,218,1,4,5,57,1,161518,57,0,0,0,2,1,107,256,10,8,13,57,0,0,0,2,1,106,224,23,6,4
0,26,0,0,2,1,107,155,4,4,6,57,0,161518,57,1,0,0,2,1,107,218,1,4,5,57,0,0,0,2,1,107,256,10,8,13
0,27,0,0,2,1,107,200,12,1,3,57,0,161518,57,0,0,0,2,1,107,155,4,4,6,57,1,0,0,2,1,107,218,1,4,5
0,28,0,0,2,1,107,122,9,4,6,57,0,161518,57,0,0,0,2,1,107,200,12,1,3,57,0,0,0,2,1,107,155,4,4,6
0,29,0,0,2,1,107,161,12,19,6,57,0,161518,57,0,0,0,2,1,107,122,9,4,6,57,0,0,0,2,1,107,200,12,1,3
0,30,0,0,2,1,107,92,4,2,3,57,0,161518,57,0,0,0,2,1,107,161,12,19,6,57,0,0,0,2,1,107,122,9,4,6
0,31,0,0,2,1,112,94,10,0,6,57,0,161518,57,0,0,0,2,1,107,92,4,2,3,57,0,0,0,2,1,107,161,12,19,6
0,32,0,0,2,1,112,136,13,2,3,57,0,161518,57,0,0,0,2,1,112,94,10,0,6,57,0,0,0,2,1,107,92,4,2,3
0,33,0,0,2,1,112,154,13,1,9,57,1,161518,57,0,0,0,2,1,112,136,13,2,3,57,0,0,0,2,1,112,94,10,0,6
0,34,0,0,2,1,112,139,4,2,3,57,0,161518,57,1,0,0,2,1,112,154,13,1,9,57,0,0,0,2,1,112,136,13,2,3
0,35,0,0,2,1,112,234,8,2,5,57,1,161518,57,0,0,0,2,1,112,139,4,2,3,57,1,0,0,2,1,112,154,13,1,9
0,36,0,0,2,1,110,241,22,5,2,57,2,161518,57,1,0,0,2,1,112,234,8,2,5,57,0,0,0,2,1,112,139,4,2,3
1,37,0,1,2,1,110,223,42,4,11,57,0,161518,57,2,0,0,2,1,110,241,22,5,2,57,1,0,0,2,1,112,234,8,2,5
0,38,1,0,2,1,110,279,13,2,13,57,1,161518,57,0,0,1,2,1,110,223,42,4,11,57,2,0,0,2,1,110,241,22,5,2
0,39,0,0,2,1,110,298,23,4,6,57,2,161518,57,1,1,0,2,1,110,279,13,2,13,57,0,0,1,2,1,110,223,42,4,11
0,40,0,2,2,1,110,316,11,8,10,57,7,161518,57,2,0,0,2,1,110,298,23,4,6,57,1,1,0,2,1,110,279,13,2,13
0,41,0,3,2,1,110,406,33,10,11,57,2,161518,57,7,0,2,2,1,110,316,11,8,10,57,2,0,0,2,1,110,298,23,4,6
0,42,0,6,2,1,106,428,55,7,10,57,8,161518,57,2,0,3,2,1,110,406,33,10,11,57,7,0,2,2,1,110,316,11,8,10
0,43,0,3,2,1,106,470,46,6,14,57,14,161518,57,8,0,6,2,1,106,428,55,7,10,57,2,0,3,2,1,110,406,33,10,11
0,44,0,3,1,1,106,551,71,19,14,57,12,161518,57,14,0,3,2,1,106,470,46,6,14,57,8,0,6,2,1,106,428,55,7,10
1,45,0,15,1,1,106,490,80,18,17,57,17,161518,57,12,0,3,1,1,106,551,71,19,14,57,14,0,3,2,1,106,470,46,6,14
0,46,1,9,1,1,106,568,113,28,23,57,23,161518,57,17,0,15,1,1,106,490,80,18,17,57,12,0,3,1,1,106,551,71,19,14
0,47,0,9,1,1,106,535,158,38,9,57,24,161518,57,23,1,9,1,1,106,568,113,28,23,57,17,0,15,1,1,106,490,80,18,17
1,48,0,8,1,1,94,472,134,38,18,57,35,161518,57,24,0,9,1,1,106,535,158,38,9,57,23,1,9,1,1,106,568,113,28,23
1,49,1,18,1,1,94,465,162,47,43,57,31,161518,57,35,0,8,1,1,94,472,134,38,18,57,24,0,9,1,1,106,535,158,38,9
0,5,0,1,2,1,100,115,22,1,2,58,0,48389,58,0,0,2,2,1,102,119,11,0,5,58,0,0,2,2,1,102,135,9,2,3
0,6,0,0,2,1,100,130,10,2,0,58,0,48389,58,0,0,1,2,1,100,115,22,1,2,58,0,0,2,2,1,102,119,11,0,5
0,7,0,0,2,1,108,89,16,1,1,58,0,48389,58,0,0,0,2,1,100,130,10,2,0,58,0,0,1,2,1,100,115,22,1,2
1,8,0,1,2,1,108,114,9,2,2,58,0,48389,58,0,0,0,2,1,108,89,16,1,1,58,0,0,0,2,1,100,130,10,2,0
0,9,1,0,2,1,108,83,15,2,0,58,1,48389,58,0,0,1,2,1,108,114,9,2,2,58,0,0,0,2,1,108,89,16,1,1
0,10,0,0,2,0,108,69,5,1,4,58,1,48389,58,1,1,0,2,1,108,83,15,2,0,58,0,0,1,2,1,108,114,9,2,2
0,11,0,1,2,0,108,49,6,4,1,58,0,48389,58,1,0,0,2,0,108,69,5,1,4,58,1,1,0,2,1,108,83,15,2,0
1,12,0,1,2,0,108,54,11,1,1,58,0,48389,58,0,0,1,2,0,108,49,6,4,1,58,1,0,0,2,0,108,69,5,1,4
1,13,1,1,2,0,108,69,5,4,2,58,1,48389,58,0,0,1,2,0,108,54,11,1,1,58,0,0,1,2,0,108,49,6,4,1
0,14,1,3,2,0,108,96,9,4,3,58,1,48389,58,1,1,1,2,0,108,69,5,4,2,58,0,0,1,2,0,108,54,11,1,1
0,15,0,0,2,0,108,62,5,2,2,58,0,48389,58,1,1,3,2,0,108,96,9,4,3,58,1,1,1,2,0,108,69,5,4,2
0,16,0,0,2,0,108,92,10,0,1,58,0,48389,58,0,0,0,2,0,108,62,5,2,2,58,1,1,3,2,0,108,96,9,4,3
0,17,0,0,2,1,108,83,10,4,0,58,0,48389,58,0,0,0,2,0,108,92,10,0,1,58,0,0,0,2,0,108,62,5,2,2
0,18,0,1,2,0,106,72,10,6,2,58,0,48389,58,0,0,0,2,1,108,83,10,4,0,58,0,0,0,2,0,108,92,10,0,1
0,19,0,0,2,1,106,79,6,5,3,58,0,48389,58,0,0,1,2,0,106,72,10,6,2,58,0,0,0,2,1,108,83,10,4,0
0,20,0,0,2,1,106,72,3,2,3,58,0,48389,58,0,0,0,2,1,106,79,6,5,3,58,0,0,1,2,0,106,72,10,6,2
0,21,0,0,2,1,106,46,3,3,3,58,0,48389,58,0,0,0,2,1,106,72,3,2,3,58,0,0,0,2,1,106,79,6,5,3
0,22,0,0,2,1,106,71,9,2,3,58,0,48389,58,0,0,0,2,1,106,46,3,3,3,58,0,0,0,2,1,106,72,3,2,3
0,23,0,0,2,1,106,73,9,1,1,58,0,48389,58,0,0,0,2,1,106,71,9,2,3,58,0,0,0,2,1,106,46,3,3,3
0,24,0,1,2,1,107,53,4,1,0,58,0,48389,58,0,0,0,2,1,106,73,9,1,1,58,0,0,0,2,1,106,71,9,2,3
0,25,0,0,2,1,107,57,25,3,0,58,0,48389,58,0,0,1,2,1,107,53,4,1,0,58,0,0,0,2,1,106,73,9,1,1
0,26,0,0,2,1,107,41,2,0,1,58,0,48389,58,0,0,0,2,1,107,57,25,3,0,58,0,0,1,2,1,107,53,4,1,0
0,27,0,0,2,1,107,42,1,0,0,58,0,48389,58,0,0,0,2,1,107,41,2,0,1,58,0,0,0,2,1,107,57,25,3,0
0,28,0,1,2,1,107,48,7,1,0,58,0,48389,58,0,0,0,2,1,107,42,1,0,0,58,0,0,0,2,1,107,41,2,0,1
0,29,0,0,2,1,107,45,1,1,0,58,0,48389,58,0,0,1,2,1,107,48,7,1,0,58,0,0,0,2,1,107,42,1,0,0
0,30,0,0,2,1,107,69,11,4,1,58,0,48389,58,0,0,0,2,1,107,45,1,1,0,58,0,0,1,2,1,107,48,7,1,0
0,31,0,0,2,1,112,45,0,0,2,58,0,48389,58,0,0,0,2,1,107,69,11,4,1,58,0,0,0,2,1,107,45,1,1,0
0,32,0,0,2,1,112,77,4,0,4,58,0,48389,58,0,0,0,2,1,112,45,0,0,2,58,0,0,0,2,1,107,69,11,4,1
0,33,0,1,2,1,112,62,13,2,5,58,0,48389,58,0,0,0,2,1,112,77,4,0,4,58,0,0,0,2,1,112,45,0,0,2
0,34,0,0,2,1,112,84,4,1,5,58,0,48389,58,0,0,1,2,1,112,62,13,2,5,58,0,0,0,2,1,112,77,4,0,4
0,35,0,0,2,1,112,91,7,0,3,58,1,48389,58,0,0,0,2,1,112,84,4,1,5,58,0,0,1,2,1,112,62,13,2,5
0,36,0,0,2,1,110,82,6,6,3,58,0,48389,58,1,0,0,2,1,112,91,7,0,3,58,0,0,0,2,1,112,84,4,1,5
0,37,0,0,2,1,110,84,9,1,2,58,0,48389,58,0,0,0,2,1,110,82,6,6,3,58,1,0,0,2,1,112,91,7,0,3
0,38,0,1,2,1,110,78,8,3,6,58,0,48389,58,0,0,0,2,1,110,84,9,1,2,58,0,0,0,2,1,110,82,6,6,3
0,39,0,0,2,1,110,108,5,4,2,58,0,48389,58,0,0,1,2,1,110,78,8,3,6,58,0,0,0,2,1,110,84,9,1,2
0,40,0,0,2,1,110,99,29,5,3,58,0,48389,58,0,0,0,2,1,110,108,5,4,2,58,0,0,1,2,1,110,78,8,3,6
0,41,0,0,2,1,110,96,19,1,0,58,1,48389,58,0,0,0,2,1,110,99,29,5,3,58,0,0,0,2,1,110,108,5,4,2
0,42,0,0,2,1,106,106,2,5,10,58,4,48389,58,1,0,0,2,1,110,96,19,1,0,58,0,0,0,2,1,110,99,29,5,3
0,43,0,1,2,1,106,101,10,8,3,58,6,48389,58,4,0,0,2,1,106,106,2,5,10,58,1,0,0,2,1,110,96,19,1,0
0,44,0,0,1,1,106,146,35,7,11,58,3,48389,58,6,0,1,2,1,106,101,10,8,3,58,4,0,0,2,1,106,106,2,5,10
0,45,0,3,1,1,106,135,24,2,5,58,2,48389,58,3,0,0,1,1,106,146,35,7,11,58,6,0,1,2,1,106,101,10,8,3
0,46,0,1,1,1,106,177,23,11,5,58,4,48389,58,2,0,3,1,1,106,135,24,2,5,58,3,0,0,1,1,106,146,35,7,11
