area,tag,count
50,16#10,166
50,16#11,83
50,20#8,3901
50,23#5,249
50,22#3,83
50,22#2,332
50,22#4,249
50,25#8,83
50,25#9,747
50,25#7,249
50,1,83
50,24#2,249
50,24#1,1245
50,2#4,83
50,2#5,332
50,2#6,83
50,2#7,166
50,2#1,83
50,2#2,166
50,21#1,83
51,4#16,1577
51,1#10,332
51,24,3486
51,25,15272
51,20,197125
51,22,1162
51,23,13612
51,4,44903
51,8,3818
51,5#3,10292
51,5#1,10873
51,8#2,28718
51,8#3,33781
51,8#1,1245
51,8#4,23489
51,8#5,166
51,1#3,2988
51,1#2,6557
51,1#1,1079
51,1#7,747
51,1#5,36686
51,1#4,1411
51,1#9,166
51,1#8,19920
51,14#10,747
51,15#1,249
51,3,83
51,7,34860
51,15#7,12616
51,15#6,18924
51,15#5,249
51,15#4,2407
51,15#3,47144
51,15#2,30793
51,4#8,1079
51,4#9,8798
51,4#6,1079
51,4#7,6225
51,4#4,332
51,4#5,16102
51,4#2,11371
51,4#3,2822
51,4#1,1909
51,16#1,249
51,16#2,332
51,16#3,498
51,16#4,12782
51,16#6,249
51,17#1,913
51,16#9,415
51,17#3,1826
51,17#2,34030
51,17#5,47725
51,17#4,14857
51,7#2,166
51,11#8,98355
51,13#8,25730
51,11#3,32287
51,11#2,28967
51,11#1,11537
51,13#6,581
51,11#7,6889
51,11#6,58847
51,11#5,8300
51,11#4,132302
51,19#3,196793
51,19#2,1992
51,19#1,1660
51,19#4,664
51,15#8,332
51,14#6,4150
51,14#7,12699
51,14#2,498
51,14#3,3818
51,6,36437
51,14#8,2075
51,14#9,2739
51,4#10,12367
51,4#11,8051
51,4#12,498
51,4#13,7885
51,4#14,6557
51,1#11,5395
51,4#17,14027
51,4#18,7221
51,3#1,249
51,3#3,664
51,3#2,664
51,11,42496
51,15,28801
51,14,13446
51,17,6059
51,16,46397
51,19,301622
51,18,83
51,6#1,13529
51,6#2,5063
51,6#3,1577
51,6#4,4399
51,2#12,16600
51,2#13,1826
51,2#10,4150
51,2#11,996
51,20#7,29133
51,20#6,2822
51,20#5,12948
51,20#4,15272
51,20#2,26311
51,20#1,21497
51,16#12,2988
51,16#10,61669
51,16#11,26477
51,20#8,373002
51,23#1,1992
51,23#2,1826
51,23#3,3735
51,23#4,1245
51,23#5,3818
51,23#6,6391
51,22#1,1743
51,22#3,1660
51,22#2,1992
51,22#5,415
51,22#4,1079
51,25#8,12201
51,25#9,17679
51,25#2,1079
51,25#3,3818
51,25#1,332
51,25#6,2324
51,25#7,7055
51,25#4,415
51,25#5,664
51,1,10790
51,5,747
51,24#3,747
51,24#2,27888
51,24#1,461563
51,13#5,83
51,13#4,162597
51,13#7,83
51,2#8,249
51,2#4,581
51,2#5,2988
51,2#6,12699
51,2#7,2656
51,2#1,581
51,2#2,21746
51,2#3,1577
51,21#1,83
51,13#2,83
52,20#7,332
52,20#5,83
52,20#2,83
52,20#1,581
52,16#12,581
52,20#8,332
52,23#5,83
52,22#4,166
52,24,83
52,25,332
52,19#1,83
52,25#9,581
52,20,83
52,22,166
52,23,83
52,17#5,166
52,25#7,166
52,1,249
52,4,498
52,7,1079
52,6,166
52,24#1,249
52,14#3,83
52,15#6,166
52,15#3,498
52,15#2,249
52,19#2,83
52,4#6,83
52,4#1,83
52,8#2,83
52,4#12,166
52,16#3,249
52,16#4,415
52,8#4,166
52,4#17,83
52,4#18,249
52,13#4,83
52,3#1,3154
52,15,332
52,1#6,83
52,1#5,249
52,16,249
52,19,2573
52,17#2,83
52,1#9,83
52,11#2,83
52,11#8,664
52,21#2,581
52,4#14,83
52,11#6,83
52,2#10,166
52,11#4,166
53,20#7,249
53,20#4,83
53,20#2,498
53,20#1,1079
53,16#12,1328
53,16#10,83
53,16#11,747
53,4#11,83
53,20#8,415
53,11#7,83
53,23#5,83
53,15#3,913
53,22#3,249
53,22#5,83
53,22#4,332
53,14#6,166
53,24,664
53,25,249
53,19#1,581
53,25#9,332
53,20,249
53,22,249
53,19#4,664
53,17#5,166
53,25#7,249
53,1,166
53,1#6,83
53,4,664
53,7,2988
53,6,166
53,24#2,581
53,24#1,2407
53,14#8,83
53,15#7,166
53,15#6,415
53,4#17,83
53,5#4,249
53,5#3,249
53,15#2,498
53,19#2,83
53,4#13,83
53,4#2,166
53,4#3,166
53,15#8,166
53,8#2,166
53,8#3,166
53,4#12,83
53,16#3,166
53,16#4,1245
53,8#4,332
53,11#2,166
53,4#18,332
53,17#2,83
53,3#1,3403
53,19#3,1245
53,11,249
53,4#10,83
53,15,996
53,1#5,83
53,17,83
53,16,249
53,19,9711
53,2#5,249
53,2#6,83
53,2#7,166
53,14#10,83
53,2#2,498
53,2#13,83
53,6#2,83
53,11#8,2324
53,13#4,1577
53,2#12,498
53,11#6,332
53,2#10,332
53,11#4,415
54,4#16,83
54,1#10,83
54,24,166
54,25,664
54,20,10458
54,22,3735
54,23,83
54,4,1411
54,5#3,83
54,5#1,498
54,8#2,1328
54,8#3,249
54,8#4,1328
54,1#3,249
54,1#2,498
54,1#1,83
54,1#5,2407
54,1#4,83
54,1#9,83
54,1#8,1411
54,4#8,249
54,7,2158
54,15#7,581
54,15#6,581
54,15#4,83
54,15#3,1162
54,15#2,581
54,15#1,83
54,4#9,498
54,4#6,166
54,4#5,332
54,4#2,2490
54,4#3,249
54,4#1,166
54,16#1,83
54,16#3,332
54,16#4,332
54,17#2,1328
54,17#5,1328
54,11#8,7221
54,11#3,1328
54,11#2,747
54,11#1,83
54,11#7,581
54,11#6,2158
54,11#5,249
54,11#4,3818
54,19#3,3901
54,19#2,332
54,19#1,2241
54,19#4,332
54,14#6,83
54,14#2,83
54,14#3,83
54,6,3569
54,4#10,166
54,4#11,415
54,4#14,498
54,1#11,498
54,4#17,415
54,4#18,249
54,3#1,2241
54,3#3,166
54,11,2739
54,15,1494
54,17,249
54,16,2158
54,19,20584
54,6#1,166
54,6#2,498
54,6#4,83
54,2#12,249
54,2#10,747
54,20#7,7304
54,20#6,249
54,20#5,498
54,20#4,2407
54,20#2,830
54,20#1,4233
54,16#12,166
54,16#10,1577
54,20#8,12118
54,23#1,83
54,23#3,166
54,23#6,83
54,22#1,415
54,22#3,5395
54,22#2,1577
54,22#5,1328
54,22#4,2490
54,25#9,1992
54,25#6,249
54,25#7,1079
54,25#5,83
54,1,581
54,24#2,747
54,24#1,2075
54,13#4,2407
54,2#9,83
54,2#5,498
54,2#6,996
54,2#7,581
54,2#2,1162
55,20#7,83
55,20#6,83
55,1#8,83
55,20#2,83
55,15#6,83
55,16#12,249
55,16#10,83
55,16#11,83
55,23#5,83
55,15#3,415
55,22#4,83
55,14#6,83
55,19#3,415
55,25,166
55,19#1,83
55,1,83
55,4,249
55,7,747
55,24#2,83
55,1#3,83
55,15#4,83
55,5#3,83
55,15#2,332
55,4#8,83
55,19#2,83
55,16#4,581
55,1#11,83
55,4#17,249
55,4#18,249
55,3#1,3901
55,11,166
55,1#2,166
55,1#1,83
55,15,166
55,19,1826
55,2#5,332
55,2#7,83
55,2#2,83
55,11#8,332
55,21#2,83
55,13#4,83
55,2#12,83
55,11#4,249
56,20#7,249
56,20#6,166
56,20#4,415
56,20#2,83
56,20#1,664
56,16#12,498
56,16#10,249
56,16#11,166
56,20#8,10956
56,24,83
56,22#5,166
56,19#3,913
56,25#9,166
56,20,2324
56,22,166
56,7,2241
56,6,166
56,24#1,664
56,11,83
56,4#17,166
56,15#3,83
56,4#2,1245
56,8#2,83
56,13#5,249
56,16#3,83
56,16#4,581
56,1#11,166
56,13#4,747
56,16#8,166
56,3#4,83
56,17#2,166
56,3#1,166
56,1#3,83
56,2#6,83
56,7#2,83
56,1#5,249
56,16,166
56,19,4233
56,2#5,83
56,1#9,83
56,2#2,415
56,6#1,83
56,11#8,1079
56,6#4,83
56,13#8,166
56,11#3,83
56,11#2,83
56,13#6,166
56,11#6,166
56,2#10,83
56,11#4,996
57,1#10,83
57,24,249
57,25,332
57,20,5312
57,22,664
57,23,166
57,4,1245
57,8,83
57,5#3,249
57,5#1,1245
57,8#2,1079
57,8#3,332
57,8#1,83
57,8#4,415
57,8#5,332
57,1#3,83
57,1#2,249
57,1#1,83
57,1#6,83
57,1#5,1660
57,1#8,166
57,14#10,332
57,7,4482
57,15#7,664
57,15#6,1162
57,15#4,166
57,15#3,3071
57,15#2,1494
57,4#9,415
57,4#6,166
57,4#5,581
57,4#2,1245
57,4#3,249
57,4#1,249
57,16#1,83
57,16#3,166
57,16#4,1245
57,17#2,2324
57,17#5,1826
57,17#4,83
57,11#8,12367
57,13#8,83
57,11#3,1162
57,13#4,5146
57,11#1,332
57,11#7,1162
57,11#6,3569
57,11#5,498
57,11#4,6142
57,19#3,5644
57,19#2,830
57,19#1,1328
57,19#4,249
57,14#6,166
57,14#7,498
57,14#2,166
57,14#3,166
57,6,4233
57,14#8,83
57,4#10,249
57,4#11,664
57,4#12,249
57,4#14,581
57,1#11,996
57,4#17,498
57,4#18,830
57,3#1,2490
57,3#3,166
57,11,3569
57,15,2573
57,14,166
57,17,581
57,16,3818
57,19,15936
57,6#1,664
57,6#2,332
57,2#12,2075
57,2#13,1079
57,2#10,830
57,2#11,83
57,20#7,4399
57,20#5,1328
57,20#4,2822
57,20#2,1660
57,20#1,3735
57,16#12,249
57,16#10,415
57,16#11,166
57,20#8,9628
57,23#1,332
57,23#2,83
57,23#5,83
57,23#6,83
57,22#3,249
57,22#2,1328
57,22#5,249
57,22#4,1411
57,22#6,83
57,25#8,415
57,25#9,1577
57,25#2,166
57,25#3,83
57,25#1,83
57,25#6,166
57,25#7,1411
57,1,83
57,24#3,83
57,24#2,747
57,24#1,5727
57,11#2,1245
57,2#4,83
57,2#5,664
57,2#6,830
57,2#7,581
57,2#1,166
57,2#2,2324
57,2#3,249
57,21#2,83
58,20#7,2075
58,20#5,249
58,20#4,747
58,20#2,415
58,20#1,3735
58,16#12,664
58,16#10,166
58,1#10,83
58,20#8,1245
58,14,249
58,11#7,83
58,23#5,249
58,5#3,332
58,22#2,415
58,22#5,83
58,22#4,415
58,15#2,498
58,19#3,1577
58,19#2,415
58,19#1,1328
58,25#9,913
58,20,1328
58,5#1,83
58,22,83
58,19#4,249
58,3#1,3901
58,8#4,83
58,25#7,166
58,1,249
58,14#7,166
58,4,498
58,7,1577
58,6,498
58,24#2,83
58,24#1,166
58,3#5,83
58,15#6,166
58,5#4,249
58,15#3,664
58,5#2,83
58,8#3,83
58,25,249
58,4#6,83
58,4#14,83
58,4#2,415
58,4#1,249
58,8#2,166
58,4#11,249
58,16#3,249
58,16#4,664
58,4#16,83
58,4#17,249
58,4#18,249
58,1#7,83
58,17#2,664
58,17#5,249
58,17#4,83
58,1#6,83
58,11,747
58,1#2,83
58,7#2,83
58,15,332
58,1#5,498
58,17,83
58,16,415
58,19,10541
58,2#5,166
58,2#6,83
58,1#8,249
58,14#10,83
58,2#2,83
58,11#8,2407
58,21#2,83
58,21#1,83
58,13#4,83
58,2#12,166
58,11#6,166
58,2#10,498
58,11#4,913
59,1#11,83
59,1#10,83
59,24,166
59,25,332
59,20,1826
59,22,332
59,4,581
59,5#3,83
59,5#1,166
59,8#2,166
59,8#3,166
59,8#4,498
59,1#3,83
59,1#2,166
59,1#6,83
59,1#5,747
59,1#8,1162
59,14#10,166
59,7,1494
59,15#7,498
59,15#6,249
59,15#4,83
59,15#3,1245
59,15#2,166
59,4#8,249
59,4#9,166
59,4#5,83
59,4#2,249
59,4#1,83
59,16#3,332
59,16#4,1494
59,17#2,332
59,17#5,332
59,17#4,83
59,11#8,2905
59,11#3,249
59,11#2,83
59,11#1,166
59,11#7,332
59,11#6,166
59,11#4,664
59,19#3,1494
59,19#2,83
59,19#1,913
59,14#2,83
59,6,1245
59,4#11,166
59,4#13,249
59,4#14,83
59,4#16,83
59,4#17,166
59,4#18,1079
59,3#1,2905
59,11,498
59,15,581
59,17,83
59,16,1162
59,19,5063
59,6#1,166
59,6#2,166
59,2#12,415
59,2#10,166
59,20#7,2075
59,20#5,249
59,20#4,913
59,20#2,415
59,20#1,1079
59,16#12,581
59,16#10,415
59,16#11,664
59,20#9,83
59,20#8,1743
59,23#3,83
59,23#5,249
59,22#2,332
59,22#5,415
59,22#4,83
59,25#9,996
59,25#7,332
59,1,415
59,24#2,249
59,24#1,2075
59,13#4,664
59,2#5,498
59,2#6,83
59,2#7,332
59,2#2,249
59,21#2,83
60,20#7,332
60,20#5,249
60,20#4,83
60,20#2,664
60,20#1,913
60,16#12,913
60,16#10,166
60,16#11,332
60,20#8,830
60,23#3,83
60,23#5,83
60,5#3,83
60,22#5,249
60,22#4,498
60,14#6,332
60,19#3,1079
60,25,83
60,19#1,913
60,25#9,249
60,20,332
60,19#4,166
60,23,166
60,25#7,249
60,1,83
60,4,166
60,7,1079
60,6,415
60,24#3,83
60,6#4,166
60,24#1,249
60,17#5,83
60,15#6,83
60,4#17,83
60,15#3,332
60,15#2,415
60,5#1,415
60,8#4,332
60,4#7,249
60,4#2,664
60,4#1,83
60,8#2,166
60,4#11,83
60,4#12,332
60,16#3,249
60,16#4,498
60,4#16,83
60,1#10,249
60,4#18,166
60,17#2,166
60,3#1,2324
60,1#6,249
60,11,83
60,1#2,83
60,15,415
60,14,249
60,1#5,166
60,16,498
60,19,6640
60,2#5,83
60,1#9,249
60,1#8,166
60,14#10,83
60,2#2,83
60,11#8,1162
60,21#2,581
60,2#10,83
60,21#1,83
60,13#4,166
60,19#2,83
60,11#5,83
60,11#4,249
61,1#11,415
61,4#17,166
61,25,498
61,20,4399
61,22,249
61,4,996
61,5#4,83
61,5#1,166
61,8#2,747
61,8#3,166
61,8#4,913
61,1#3,83
61,1#2,249
61,1#1,83
61,1#7,166
61,1#6,166
61,1#5,581
61,1#4,83
61,1#8,747
61,14#10,249
61,7,2324
61,15#7,249
61,15#6,996
61,15#3,1079
61,15#2,913
61,4#8,166
61,4#9,166
61,4#7,249
61,4#5,415
61,4#2,498
61,4#3,83
61,4#1,83
61,16#3,249
61,16#4,1162
61,17#1,83
61,17#2,830
61,17#5,664
61,17#4,166
61,11#8,3818
61,13#8,166
61,13#5,166
61,13#4,1660
61,11#1,747
61,13#6,166
61,11#7,166
61,11#6,1826
61,11#5,166
61,11#4,3154
61,16#8,332
61,19#3,2075
61,19#2,249
61,19#1,996
61,19#4,166
61,14#6,83
61,14#7,249
61,14#3,83
61,6,1909
61,14#8,83
61,14#9,166
61,4#10,166
61,4#11,83
61,4#13,83
61,4#14,332
61,4#16,166
61,1#10,332
61,4#18,166
61,3#1,1577
61,3#3,83
61,11,1411
61,15,1162
61,14,830
61,17,249
61,16,3071
61,19,9213
61,6#1,249
61,6#2,166
61,6#4,83
61,2#12,249
61,2#10,332
61,20#7,5644
61,20#5,415
61,20#4,1577
61,20#2,581
61,20#1,1245
61,16#12,581
61,16#10,996
61,16#11,332
61,20#8,11039
61,23#5,166
61,22#2,166
61,22#4,166
61,25#8,664
61,25#9,1245
61,25#6,83
61,25#7,747
61,1,913
61,24#3,83
61,24#2,83
61,24#1,913
61,11#3,664
61,11#2,249
61,2#4,83
61,2#5,166
61,2#6,166
61,2#7,166
62,25,83
62,19#1,166
62,7#2,83
62,15,83
62,8#4,83
62,19,581
62,25#7,83
62,13#6,166
62,14#6,83
62,16#8,166
62,16#3,83
62,16#4,83
62,7,166
62,4#17,83
62,13#5,166
62,13#4,83
62,25#9,83
62,3#1,498
62,2#10,83
62,1#6,83
63,20#7,14774
63,20#5,498
63,20#4,1992
63,20#2,415
63,20#1,1909
63,16#12,664
63,16#10,166
63,4#17,83
63,20#8,9296
63,23#2,83
63,23#5,415
63,1,83
63,22#2,249
63,22#5,83
63,22#4,415
63,23,166
63,19#3,1328
63,25,415
63,19#1,1328
63,25#9,747
63,20,2656
63,5#1,166
63,22,332
63,19#4,249
63,17#5,581
63,25#7,581
63,14#6,83
63,1#7,83
63,16#4,415
63,4,332
63,7,2075
63,6,498
63,24#1,415
63,15#7,249
63,15#6,1079
63,15#4,83
63,15#3,1411
63,15#2,332
63,4#8,249
63,4#9,83
63,4#6,83
63,4#16,166
63,4#5,249
63,4#2,581
63,25#8,83
63,8#2,664
63,4#11,166
63,16#3,166
63,4#14,498
63,8#4,913
63,24,83
63,4#18,830
63,8#3,83
63,2#7,83
63,17#2,913
63,3#1,1992
63,3#3,83
63,14,83
63,11,83
63,1#2,83
63,7#2,249
63,15,498
63,17,249
63,1#5,415
63,1#4,83
63,19,11205
63,2#5,249
63,16,747
63,2#1,83
63,2#2,166
63,2#3,83
63,4#10,83
63,6#1,83
63,1#11,332
63,11#8,1411
63,13#4,415
63,21#1,83
63,11#2,83
63,11#1,83
63,2#12,83
63,11#6,581
63,2#10,332
63,11#4,1162
64,4#16,249
64,24,249
64,25,1162
64,20,19422
64,22,1245
64,23,332
64,4,2407
64,5#3,166
64,5#1,747
64,8#2,2241
64,8#3,747
64,8#1,166
64,8#4,2075
64,1#2,581
64,1#1,249
64,1#6,166
64,1#5,3652
64,1#4,83
64,1#9,166
64,1#8,1162
64,4#8,415
64,7,3984
64,15#7,415
64,15#6,1577
64,15#4,249
64,15#3,4233
64,15#2,2158
64,15#1,83
64,4#9,664
64,4#6,581
64,4#7,249
64,4#5,1494
64,4#2,249
64,4#3,498
64,4#1,332
64,16#1,83
64,16#2,83
64,16#3,332
64,17#3,83
64,17#2,3154
64,17#5,2822
64,17#4,498
64,11#8,13031
64,13#8,166
64,11#3,1328
64,11#2,581
64,11#1,332
64,11#7,581
64,11#6,2822
64,11#5,332
64,11#4,8632
64,19#3,6806
64,19#2,249
64,19#1,1909
64,19#4,166
64,14#6,166
64,14#7,332
64,14#2,166
64,14#3,332
64,6,9213
64,14#8,83
64,4#10,415
64,4#11,996
64,4#13,747
64,4#14,1079
64,1#11,1660
64,4#17,747
64,4#18,664
64,3#1,1079
64,3#3,166
64,3#2,83
64,11,2656
64,15,1494
64,14,498
64,17,1162
64,16,4814
64,19,13031
64,6#1,415
64,6#2,83
64,2#12,830
64,2#13,83
64,2#10,664
64,20#7,10043
64,20#6,249
64,20#5,1328
64,20#4,4399
64,20#2,1245
64,20#1,1494
64,16#12,415
64,16#10,1992
64,16#11,83
64,20#8,24485
64,23#1,83
64,23#4,83
64,23#5,83
64,22#1,332
64,22#3,166
64,22#2,664
64,22#5,249
64,22#4,415
64,22#6,83
64,25#8,913
64,25#9,2075
64,25#3,166
64,25#6,249
64,25#7,1245
64,25#4,83
64,1,747
64,5,83
64,24#3,83
64,24#2,1328
64,24#1,5478
64,13#4,6391
64,2#5,332
64,2#6,332
64,2#7,581
64,2#1,83
64,2#2,1660
64,2#3,83
64,21#2,83
65,4#16,249
65,24,83
65,25,581
65,20,2241
65,22,747
65,23,83
65,4,913
65,5#1,83
65,8#2,498
65,8#3,83
65,8#4,747
65,1#2,83
65,1#1,83
65,1#5,415
65,1#8,332
65,4#8,249
65,7,5229
65,15#7,581
65,15#6,415
65,15#4,249
65,15#3,2158
65,15#2,498
65,15#1,83
65,4#9,83
65,4#7,166
65,4#5,249
65,4#2,1162
65,4#1,166
65,16#2,83
65,16#3,830
65,16#4,1577
65,16#6,83
65,16#8,166
65,17#2,1079
65,17#5,415
65,7#2,249
65,11#8,3984
65,13#5,415
65,13#4,664
65,13#6,83
65,11#7,83
65,11#6,166
65,11#4,1411
65,19#3,2324
65,19#2,996
65,19#1,1743
65,19#4,332
65,14#6,415
65,14#2,83
65,14#3,332
65,6,830
65,4#10,166
65,4#11,83
65,4#14,415
65,1#11,249
65,4#17,249
65,4#18,1245
65,3#1,2573
65,15,1245
65,14,83
65,16,2490
65,19,20252
65,6#2,166
65,2#10,249
65,20#7,5478
65,20#5,830
65,20#4,581
65,20#2,581
65,20#1,4648
65,16#12,2075
65,16#10,249
65,16#11,83
65,20#8,3320
65,23#5,166
65,22#3,83
65,22#2,249
65,22#5,1328
65,22#4,996
65,25#8,166
65,25#9,1245
65,25#7,1079
65,1,166
65,24#2,83
65,24#1,332
65,2#5,498
65,2#6,166
65,2#7,83
65,2#2,249
65,21#2,83
65,21#1,83
66,4#16,249
66,3#5,83
66,24,166
66,25,415
66,20,4731
66,22,332
66,23,166
66,4,1743
66,8,83
66,5#3,664
66,5#1,830
66,8#2,1660
66,8#3,1328
66,8#4,1162
66,8#5,249
66,1#3,249
66,1#2,913
66,1#1,166
66,1#7,83
66,1#6,83
66,1#5,1494
66,1#4,166
66,1#9,83
66,1#8,1411
66,14#10,166
66,4#8,166
66,7,3237
66,15#7,415
66,15#6,2656
66,15#4,166
66,15#3,5478
66,15#2,2075
66,15#1,83
66,4#6,83
66,4#7,415
66,4#4,249
66,4#5,747
66,4#2,166
66,4#3,166
66,4#1,249
66,16#2,249
66,16#3,83
66,17#2,1245
66,17#5,1494
66,11#8,15189
66,13#8,332
66,11#3,498
66,13#4,2573
66,11#1,830
66,11#7,332
66,11#6,1411
66,11#5,166
66,11#4,2324
66,19#3,4316
66,19#2,83
66,19#1,498
66,15#8,83
66,14#6,166
66,14#7,1328
66,14#3,913
66,6,5229
66,14#8,83
66,14#9,581
66,4#10,83
66,4#11,415
66,4#12,83
66,4#13,332
66,4#14,664
66,1#11,249
66,4#17,1245
66,4#18,664
66,3#1,664
66,3#2,83
66,11,1826
66,15,2324
66,14,747
66,17,83
66,16,1743
66,19,10043
66,6#1,498
66,6#2,415
66,6#4,498
66,2#12,581
66,2#13,83
66,2#10,332
66,2#11,83
66,20#7,3486
66,20#6,83
66,20#5,1328
66,20#4,1494
66,20#2,2656
66,20#1,2241
66,16#10,2988
66,16#11,83
66,20#8,11703
66,23#1,332
66,23#2,83
66,23#3,415
66,23#5,332
66,23#6,249
66,22#1,747
66,22#3,249
66,22#2,581
66,22#5,83
66,22#4,166
66,25#8,498
66,25#9,1577
66,25#6,332
66,25#7,747
66,25#5,83
66,1,830
66,5,166
66,24#2,415
66,24#1,2573
66,11#2,581
66,2#8,83
66,2#5,332
66,2#6,747
66,2#7,166
66,2#1,166
66,2#2,830
66,2#3,166
66,21#4,498
66,21#2,83
